,item,pos,PosScore,NegScore,total_score
9843,undomestiziert,a,0.0,-0.375,-0.375
9844,undramatisch,r,0.188,-0.25,-0.062
9845,undurchdringlich,a,0.25,-0.375,-0.125
9846,undurchdringlichkeit,n,0.312,-0.094,0.21899999999999997
9847,undurchführbar,a,0.0,-0.75,-0.75
9848,undurchlässig,a,0.0,-0.625,-0.625
9849,undurchlässigkeit,n,0.0,-0.25,-0.25
9850,undurchsichtig,r,0.21899999999999997,-0.188,0.031
9851,undurchsichtigkeit,n,0.25,-0.125,0.125
9852,undynamisch,a,0.0,-0.625,-0.625
9853,uneben,a,0.275,-0.35,-0.075
9854,unecht,a,0.0,-0.5,-0.5
9855,unedel,n,0.375,-0.5,-0.125
9856,unehrenhaft,a,0.292,-0.43799999999999994,-0.146
9857,unehrlich,r,0.156,-0.6559999999999999,-0.5
9858,unehrlichkeit,n,0.125,-0.75,-0.625
9859,uneinbringlich,a,0.0,-0.625,-0.625
9860,uneingeladener gast,n,0.0,-0.5,-0.5
9861,uneingeschränkt,a,0.136,-0.40700000000000003,-0.271
9862,uneinheitlichkeit,n,0.5,-0.25,0.25
9863,uneinig,r,0.375,-0.0,0.375
9864,uneinigkeit,n,0.083,-0.542,-0.45899999999999996
9865,uneinlösbar,a,0.0,-0.625,-0.625
9866,uneinnehmbar,a,0.20800000000000002,-0.16699999999999998,0.042
9867,uneins,a,0.062,-0.25,-0.188
9868,unelastisch,a,0.0,-0.125,-0.125
9869,unelastizität,n,0.0,-0.5,-0.5
9870,uneltern,a,0.0,-0.5,-0.5
9871,unemotionalität,n,0.25,-0.562,-0.312
9872,unempfänglich,a,0.0,-0.125,-0.125
9873,unempfindlich,a,0.13,-0.396,-0.266
9874,unempfindlichkeit,n,0.156,-0.43799999999999994,-0.281
9875,unempfindlichkeit.,n,0.125,-0.625,-0.5
9876,unemphatisch,a,0.125,-0.25,-0.125
9877,unendlich,r,0.125,-0.125,0.0
9878,unendlichkeit,n,0.0,-0.562,-0.562
9879,unenergetisch,a,0.125,-0.75,-0.625
9880,unentbehrlichkeit,n,0.375,-0.375,0.0
9881,unentdeckbar,a,0.125,-0.5,-0.375
9882,unentdeckt,a,0.156,-0.406,-0.25
9883,unentgeltlich,r,0.125,-0.25,-0.125
9884,unentschieden,a,0.16699999999999998,-0.41700000000000004,-0.25
9885,unentschlossen,r,0.0,-0.25,-0.25
9886,unentschlossenheit,n,0.25,-0.375,-0.125
9887,unentschuldbar,a,0.062,-0.43799999999999994,-0.375
9888,unentschuldigt,a,0.0,-0.25,-0.25
9889,unentwickelt,a,0.0,-0.43799999999999994,-0.43799999999999994
9890,unerbittlich,a,0.125,-0.39899999999999997,-0.27399999999999997
9891,unerfahren,a,0.125,-0.5,-0.375
9892,unerfahrenheit,n,0.0,-0.5,-0.5
9893,unerforscht,a,0.125,-0.25,-0.125
9894,unerfüllt,a,0.0,-0.5,-0.5
9895,unergründlich,a,0.344,-0.344,0.0
9896,unergründlichkeit,n,0.125,-0.5,-0.375
9897,unerheblich,a,0.09300000000000001,-0.156,-0.063
9898,unerhört,a,0.0,-0.375,-0.375
9899,unerkannt,a,0.040999999999999995,-0.45799999999999996,-0.41700000000000004
9900,unerkennbar,r,0.0,-0.625,-0.625
9901,unerklärlich,a,0.125,-0.5,-0.375
9902,unerklärliche,n,0.25,-0.625,-0.375
9903,unerklärlicherweise,r,0.125,-0.5,-0.375
9904,unerklärt,a,0.25,-0.125,0.125
9905,unermesslich,a,0.113,-0.425,-0.312
9906,unermesslichkeit,n,0.125,-0.125,0.0
9907,unermüdlich,a,0.299,-0.055999999999999994,0.242
9908,unermüdlichkeit,n,0.375,0.0,0.375
9909,unerquicklich,a,0.25,-0.25,0.0
9910,unerreichbar,a,0.0,-0.625,-0.625
9911,unerreichbarkeit,n,0.125,-0.125,0.0
9912,unerreicht,a,0.25,-0.625,-0.375
9913,unersättlich,a,0.125,-0.469,-0.344
9914,unersättlichkeit,n,0.0,-0.125,-0.125
9915,unerschöpflich,r,0.344,-0.156,0.188
9916,unerschöpft,a,0.375,-0.25,0.125
9917,unerschrocken,a,0.354,0.0,0.354
9918,unerschrockenheit,n,0.45799999999999996,-0.20800000000000002,0.25
9919,unerschütterlich,a,0.321,-0.086,0.235
9920,unerschütterlichkeit,n,0.5,0.0,0.5
9921,unerschüttert,a,0.625,-0.0,0.625
9922,unerschwinglich,a,0.25,-0.375,-0.125
9923,unersetzlich,a,0.20800000000000002,-0.5,-0.292
9924,unerträglich,a,0.05,-0.55,-0.5
9925,unerwartet,a,0.047,-0.23399999999999999,-0.188
9926,unerwidert,a,0.0,-0.625,-0.625
9927,unerwünscht,a,0.061,-0.384,-0.324
9928,unerwünschte person,n,0.25,-0.375,-0.125
9929,unerwünschter gast,n,0.0,-0.5,-0.5
9930,unethisch,r,0.0,-0.562,-0.562
9931,unfachmännisch,a,0.25,-0.75,-0.5
9932,unfähig,a,0.036000000000000004,-0.44799999999999995,-0.41100000000000003
9933,unfähigkeit,n,0.125,-0.366,-0.24100000000000002
9934,unfair,r,0.125,-0.25,-0.125
9935,unfall,n,0.0,-0.43799999999999994,-0.43799999999999994
9936,unfallträchtig,a,0.0,-0.125,-0.125
9937,unfallverletzung,n,0.0,-0.75,-0.75
9938,unfehlbar,a,0.20800000000000002,-0.45799999999999996,-0.25
9939,unfehlbarkeit,n,0.0,-0.625,-0.625
9940,unfein,a,0.0,-0.75,-0.75
9941,unfestbarkeit,n,0.125,-0.625,-0.5
9942,unflexibel,r,0.125,-0.146,-0.021
9943,unformiert,a,0.0,-0.688,-0.688
9944,unförmig,a,0.188,-0.406,-0.21899999999999997
9945,unfrei,a,0.062,-0.375,-0.312
9946,unfreiwillig,a,0.0,-0.542,-0.542
9947,unfreundlich,a,0.062,-0.562,-0.5
9948,unfreundlichkeit,n,0.125,-0.708,-0.583
9949,unfriedlich,a,0.0,-0.75,-0.75
9950,unfruchtbar,a,0.044000000000000004,-0.519,-0.475
9951,unfruchtbarkeit,n,0.156,-0.344,-0.188
9952,unfug,n,0.09300000000000001,-0.688,-0.594
9953,unfühlbar,a,0.33299999999999996,-0.41700000000000004,-0.083
9954,ungeachtet,r,0.0,-0.5,-0.5
9955,ungeahnt,a,0.0,-0.5,-0.5
9956,ungeahnt von,a,0.0,-0.5,-0.5
9957,ungebeugt,a,0.125,-0.625,-0.5
9958,ungebildet,a,0.25,-0.5,-0.25
9959,ungebleicht,a,0.0,-0.75,-0.75
9960,ungebogen,a,0.0,-0.125,-0.125
9961,ungebraucht,a,0.156,-0.375,-0.21899999999999997
9962,ungebräunt,a,0.0,-0.625,-0.625
9963,ungebremst,a,0.0,-0.625,-0.625
9964,ungebrochen,a,0.083,-0.375,-0.292
9965,ungebunden,a,0.0,-0.512,-0.512
9966,ungedacht,a,0.375,-0.25,0.125
9967,ungedimmt,a,0.0,-0.75,-0.75
9968,ungedreht,a,0.0,-0.125,-0.125
9969,ungedrückt,a,0.0,-0.625,-0.625
9970,ungeduld,n,0.083,-0.33299999999999996,-0.25
9971,ungeduldig,a,0.0,-0.375,-0.375
9972,ungeeignet,a,0.06,-0.534,-0.473
9973,ungefähr,a,0.312,-0.562,-0.25
9974,ungefällig,a,0.25,-0.25,0.0
9975,ungefärbt,a,0.0,-0.75,-0.75
9976,ungefiedert,a,0.0,-0.625,-0.625
9977,ungeformt,a,0.0,-0.125,-0.125
9978,ungefragt,a,0.0,-0.625,-0.625
9979,ungefroren,a,0.062,-0.125,-0.062
9980,ungefüttert,a,0.0,-0.625,-0.625
9981,ungeglättet,a,0.0,-0.75,-0.75
9982,ungeglüht,a,0.0,-0.375,-0.375
9983,ungegoren,a,0.0,-0.75,-0.75
9984,ungegossen,a,0.0,-0.625,-0.625
9985,ungehärtet,a,0.031,-0.531,-0.5
9986,ungehemmt,a,0.0,-0.625,-0.625
9987,ungeheuerlich,a,0.0,-0.875,-0.875
9988,ungeheuerlichkeit,n,0.14800000000000002,-0.275,-0.127
9989,ungeheuerlichkeit,n,0.125,-0.875,-0.75
9990,ungehindert,a,0.042,-0.688,-0.6459999999999999
9991,ungehofft,a,0.375,-0.25,0.125
9992,ungehorsam,a,0.11699999999999999,-0.336,-0.21899999999999997
9993,ungeimpft,a,0.125,-0.625,-0.5
9994,ungeklärt,a,0.0,-0.5,-0.5
9995,ungekostet,a,0.0,-0.5,-0.5
9996,ungekräuselt,a,0.0,-0.312,-0.312
9997,ungekreuzt,a,0.0,-0.125,-0.125
9998,ungekrönt,a,0.0,-0.312,-0.312
9999,ungekünstelt,a,0.20800000000000002,-0.33299999999999996,-0.125
10000,ungekürzt,n,0.25,-0.25,0.0
10001,ungelenkt,a,0.0,-0.625,-0.625
10002,ungelernt,a,0.16699999999999998,-0.5,-0.33299999999999996
10003,ungelesen,a,0.375,-0.125,0.25
10004,ungeliebt,a,0.0,-0.43799999999999994,-0.43799999999999994
10005,ungelöst,a,0.10400000000000001,-0.271,-0.16699999999999998
10006,ungemacht,a,0.0,-0.5,-0.5
10007,ungemäht,a,0.0,-0.5,-0.5
10008,ungemästet,a,0.0,-0.375,-0.375
10009,ungemischt,a,0.0,-0.625,-0.625
10010,ungemustert,a,0.0,-0.125,-0.125
10011,ungenau,a,0.156,-0.43799999999999994,-0.281
10012,ungenauigkeit,n,0.225,-0.65,-0.425
10013,ungenießbar,a,0.21899999999999997,-0.688,-0.469
10014,ungentlemanartig,a,0.0,-0.75,-0.75
10015,ungenügend,a,0.0,-0.5,-0.5
10016,ungenutzt,a,0.0,-0.625,-0.625
10017,ungeöffnet,a,0.0,-0.43799999999999994,-0.43799999999999994
10018,ungeölt,a,0.0,-0.43799999999999994,-0.43799999999999994
10019,ungeordnet,a,0.083,-0.5489999999999999,-0.465
10020,ungeordnetes verhalten,n,0.125,-0.125,0.0
10021,ungepanzert,a,0.0,-0.125,-0.125
10022,ungepflastert,a,0.0,-0.75,-0.75
10023,ungepflegt,a,0.054000000000000006,-0.384,-0.33
10024,ungepflegtheit,n,0.0,-0.375,-0.375
10025,ungeplant,a,0.062,-0.312,-0.25
10026,ungepunktet,a,0.0,-0.625,-0.625
10027,ungerächt,a,0.0,-0.5,-0.5
10028,ungerahmt,a,0.0,-0.625,-0.625
10029,ungerecht,a,0.281,-0.604,-0.32299999999999995
10030,ungerechtfertigt,a,0.040999999999999995,-0.25,-0.209
10031,ungerechtigkeit,n,0.22899999999999998,-0.6459999999999999,-0.41700000000000004
10032,ungeregelt,a,0.0,-0.5,-0.5
10033,ungereimt,a,0.0,-0.5,-0.5
10034,ungereinigt,a,0.25,-0.375,-0.125
10035,ungerettet,a,0.0,-0.375,-0.375
10036,ungern,a,0.083,-0.45799999999999996,-0.375
10037,ungeröstet,a,0.0,-0.75,-0.75
10038,ungerufen für,a,0.062,-0.562,-0.5
10039,ungerührt,a,0.069,-0.41700000000000004,-0.34700000000000003
10040,ungesagt,a,0.0,-0.375,-0.375
10041,ungesalzen,a,0.0,-0.5,-0.5
10042,ungesättigt,a,0.083,-0.45799999999999996,-0.375
10043,ungesäuert,a,0.0,-0.625,-0.625
10044,ungeschärft,a,0.0,-0.125,-0.125
10045,ungeschicklichkeit,n,0.0,-0.312,-0.312
10046,ungeschickt,a,0.17300000000000001,-0.451,-0.278
10047,ungeschicktesten,a,0.062,-0.562,-0.7
10048,ungeschlagen,a,0.125,-0.125,0.0
10049,ungeschmiert,a,0.0,-0.125,-0.125
10050,ungeschminkt,a,0.125,-0.25,-0.125
10051,ungeschmückt,a,0.125,-0.25,-0.125
10052,ungeschnitten,a,0.146,-0.292,-0.146
10053,ungeschoren,a,0.0,-0.16699999999999998,-0.16699999999999998
10054,ungeschraubt,a,0.0,-0.5,-0.5
10055,ungeschrieben,a,0.188,-0.43799999999999994,-0.25
10056,ungeschützt,a,0.0,-0.41700000000000004,-0.41700000000000004
10057,ungesellig,a,0.0,-0.75,-0.75
10058,ungeselligkeit,n,0.0,-0.75,-0.75
10059,ungesichert,a,0.0,-0.43799999999999994,-0.43799999999999994
10060,ungestaltet,a,0.0,-0.75,-0.75
10061,ungesteckt,a,0.0,-0.5,-0.5
10062,ungestimmt,v,0.188,-0.062,0.125
10063,ungestört,a,0.278,-0.23600000000000002,0.042
10064,ungestüm,n,0.083,-0.33299999999999996,-0.25
10065,ungesund,a,0.18100000000000002,-0.653,-0.47200000000000003
10066,ungesundheit,n,0.19,-0.644,-0.45399999999999996
10067,ungesüßt,a,0.0,-0.375,-0.375
10068,ungetankt,a,0.0,-0.625,-0.625
10069,ungetauft,a,0.0,-0.625,-0.625
10070,ungetäuscht,a,0.625,-0.0,0.625
10071,ungeteilt,a,0.188,-0.43799999999999994,-0.25
10072,ungetestet,a,0.125,-0.5,-0.375
10073,ungetragen,a,0.0,-0.625,-0.625
10074,ungetrübt,a,0.469,-0.078,0.391
10075,ungetuftet,a,0.375,-0.375,0.0
10076,ungetüm,n,0.0,-0.125,-0.125
10077,ungeübt,a,0.0,-0.5,-0.5
10078,ungewachst,a,0.0,-0.25,-0.25
10079,ungewaschen,a,0.0,-0.75,-0.75
10080,ungewebt,a,0.0,-0.125,-0.125
10081,ungeweiht,a,0.25,-0.625,-0.375
10082,ungewissheit,n,0.0,-0.25,-0.25
10083,ungewöhnlich,a,0.052000000000000005,-0.516,-0.46399999999999997
10084,ungewöhnlichkeit,n,0.25,-0.5,-0.25
10085,ungewohnt,a,0.125,-0.688,-0.562
10086,ungewollt,r,0.062,-0.375,-0.312
10087,ungewürzt,a,0.042,-0.542,-0.5
10088,ungezähmt,a,0.0,-0.5,-0.5
10089,ungeziefer,n,0.0,-0.562,-0.562
10090,ungezogen,a,0.0,-0.375,-0.375
10091,ungezogenste,a,0.062,-0.625,-0.762
10092,ungezügelt,a,0.0,-0.625,-0.625
10093,ungezwungen,a,0.188,-0.172,0.016
10094,ungezwungenheit,n,0.375,-0.25,0.125
10095,ungiftig,a,0.125,-0.43799999999999994,-0.312
10096,unglamourös,a,0.25,-0.375,-0.125
10097,unglanz,n,0.0,-0.562,-0.562
10098,unglasiert,a,0.0,-0.625,-0.625
10099,unglaube,n,0.125,-0.375,-0.25
10100,ungläubig,a,0.037000000000000005,-0.4,-0.363
10101,ungläubiger,n,0.0,-0.25,-0.25
10102,ungläubiger thomas,n,0.0,-0.625,-0.625
10103,ungläubigkeit,n,0.125,-0.375,-0.25
10104,unglaublich,r,0.225,-0.2,0.025
10105,unglaubwürdig,a,0.25,-0.375,-0.125
10106,unglaubwürdigkeit,n,0.25,-0.375,-0.125
10107,ungleich,a,0.031,-0.344,-0.313
10108,ungleichgewicht,n,0.0,-0.375,-0.375
10109,ungleichheit,n,0.0,-0.5,-0.5
10110,ungleichmäßig,a,0.042,-0.41700000000000004,-0.375
10111,ungleichmäßigkeit,n,0.0,-0.5,-0.5
10112,unglück,n,0.0,-0.488,-0.488
10113,unglücklich,a,0.057999999999999996,-0.73,-0.672
10114,unglückliche person,n,0.0,-0.25,-0.25
10115,unglücklicherweise,r,0.0,-0.875,-0.875
10116,ungnade,n,0.083,-0.22899999999999998,-0.146
10117,ungnädig,a,0.062,-0.25,-0.188
10118,ungrammatisch,r,0.0,-0.75,-0.75
10119,ungültig,a,0.0,-0.573,-0.573
10120,ungültig machen,v,0.0,-0.20800000000000002,-0.20800000000000002
10121,ungültigkeit,n,0.0,-0.875,-0.875
10122,ungünstig,a,0.10800000000000001,-0.578,-0.47
10123,ungünstige position,n,0.125,-0.625,-0.5
10124,ungünstiges urteil,n,0.0,-0.5,-0.5
10125,ungünstigkeit,n,0.0,-0.625,-0.625
10126,unhaltbar,a,0.0,-0.5,-0.5
10127,unhandlich,a,0.125,-0.25,-0.125
10128,unharmonisch,a,0.031,-0.625,-0.594
10129,unharmonizität,n,0.125,-0.5,-0.375
10130,unheil,n,0.0,-0.625,-0.625
10131,unheilbar,a,0.05,-0.55,-0.5
10132,unheilbarkeit,n,0.156,-0.25,-0.094
10133,unheilig,a,0.083,-0.542,-0.45799999999999996
10134,unheiligkeit,n,0.375,-0.375,0.0
10135,unheilvoll,a,0.24100000000000002,-0.6759999999999999,-0.435
10136,unheimlich,a,0.132,-0.5589999999999999,-0.42700000000000005
10137,unheimlichkeit,n,0.25,-0.375,-0.125
10138,unhöflich,a,0.094,-0.42700000000000005,-0.33299999999999996
10139,unhöflichkeit,n,0.174,-0.569,-0.396
10140,unhöflichsten,a,0.281,-0.344,-0.262
10141,unhörbar,a,0.125,-0.5,-0.375
10142,unhygienisch,a,0.25,-0.5,-0.25
10143,unhygienizität,n,0.125,-0.625,-0.5
10144,uniform,a,0.040999999999999995,-0.25,-0.209
10145,unilateralismus,n,0.0,-0.375,-0.375
10146,uninformativ,r,0.0,-0.125,-0.125
10147,uninspirierend,a,0.0,-0.125,-0.125
10148,uninspiriert,a,0.188,-0.562,-0.375
10149,unintelligent,r,0.0,-0.125,-0.125
10150,uninteressant,r,0.125,-0.312,-0.188
10151,uninteressantheit,n,0.125,-0.5,-0.375
10152,uninteressiert,a,0.0,-0.562,-0.562
10153,unipolare depression,n,0.0,-0.625,-0.625
10154,universalist,a,0.0,-0.375,-0.375
10155,universalistisch,a,0.0,-0.375,-0.375
10156,unkastriert,a,0.0,-0.25,-0.25
10157,unkenntlich,r,0.094,-0.469,-0.375
10158,unkenntnis,n,0.0,-0.625,-0.625
10159,unkeusch,a,0.25,-0.25,0.0
10160,unklar,a,0.25,-0.625,-0.375
10161,unklarheit,n,0.20800000000000002,-0.375,-0.16699999999999998
10162,unklug,a,0.213,-0.525,-0.312
10163,unkomfortabel,a,0.125,-0.75,-0.625
10164,unkommerziell,a,0.0,-0.75,-0.75
10165,unkommunikativität,n,0.125,-0.625,-0.5
10166,unkompartimentiert,a,0.0,-0.75,-0.75
10167,unkompensiert,a,0.0,-0.625,-0.625
10168,unkomplizierbar,a,0.125,-0.625,-0.5
10169,unkompliziert,a,0.125,-0.43700000000000006,-0.312
10170,unkompliziertheit,n,0.5,-0.25,0.25
10171,unkonformistisch,a,0.0,-0.75,-0.75
10172,unkonstruktiv,a,0.125,-0.375,-0.25
10173,unkontrollierbar,a,0.062,-0.531,-0.469
10174,unkontrolliert,a,0.0,-0.583,-0.583
10175,unkonventionalität,n,0.188,-0.375,-0.188
10176,unkonventionell,n,0.040999999999999995,-0.604,-0.563
10177,unkonzentriert,a,0.0,-0.562,-0.562
10178,unkoordiniert,a,0.312,-0.312,0.0
10179,unkörperlich,a,0.0,-0.5,-0.5
10180,unkorrigiert,a,0.0,-0.688,-0.688
10181,unkrautig,a,0.188,-0.25,-0.062
10182,unkreativ,a,0.0,-0.5,-0.5
10183,unkreativität,n,0.0,-0.5,-0.5
10184,unkritisch,a,0.188,-0.562,-0.375
10185,unkultivierbar,a,0.25,-0.75,-0.5
10186,unkultiviert,a,0.0,-0.125,-0.125
10187,unkünstlerisch,a,0.125,-0.5,-0.375
10188,unlackiert,a,0.25,-0.375,-0.125
10189,unlogik,n,0.25,-0.75,-0.5
10190,unlogisch,r,0.16699999999999998,-0.41700000000000004,-0.25
10191,unlösbar,a,0.188,-0.312,-0.125
10192,unlösbarkeit,n,0.0,-0.625,-0.625
10193,unlöslich,a,0.083,-0.41700000000000004,-0.33299999999999996
10194,unlöslichkeit,n,0.188,-0.43799999999999994,-0.25
10195,unlustig,a,0.0,-0.25,-0.25
10196,unmännlich,a,0.021,-0.6559999999999999,-0.636
10197,unmännlichkeit,n,0.125,-0.25,-0.125
10198,unmarkiert,a,0.031,-0.593,-0.562
10199,unmäßigkeit,n,0.25,-0.625,-0.375
10200,unmedizinisch,a,0.0,-0.5,-0.5
10201,unmelodiös,a,0.125,-0.43799999999999994,-0.312
10202,unmelodisch,a,0.125,-0.43799999999999994,-0.312
10203,unmengen,n,0.0,-0.25,-0.25
10204,unmenschlich,a,0.062,-0.484,-0.42200000000000004
10205,unmenschlichkeit,n,0.25,-0.43799999999999994,-0.188
10206,unmenschlichkeit.,n,0.5,-0.5,0.0
10207,unmerklich,r,0.188,-0.312,-0.125
10208,unmethodisch,a,0.0,-0.75,-0.75
10209,unmilitärisch,a,0.0,-0.75,-0.75
10210,unmittelbar,r,0.125,-0.375,-0.25
10211,unmittelbarkeit,n,0.125,-0.0,0.125
10212,unmoderiert,a,0.125,-0.25,-0.125
10213,unmodern,a,0.0,-0.75,-0.75
10214,unmodernisiert,a,0.0,-0.625,-0.625
10215,unmöglich,a,0.083,-0.344,-0.26
10216,unmöglichkeit,n,0.042,-0.354,-0.313
10217,unmoral,n,0.25,-0.75,-0.5
10218,unmoralisch,r,0.087,-0.6940000000000001,-0.608
10219,unmündigkeit,n,0.0,-0.25,-0.25
10220,unmusikalisch,a,0.040999999999999995,-0.521,-0.479
10221,unmut,n,0.125,-0.625,-0.5
10222,unmyelinisiert,a,0.0,-0.125,-0.125
10223,unnachahmlich,a,0.25,-0.5,-0.25
10224,unnachbarlich,a,0.0,-0.75,-0.75
10225,unnachbarschaft,n,0.0,-0.875,-0.875
10226,unnachgiebig,a,0.062,-0.725,-0.662
10227,unnachgiebigkeit,n,0.125,-0.5,-0.375
10228,unnahbar,a,0.0,-0.375,-0.375
10229,unnatürlich,a,0.0,-0.578,-0.578
10230,unnatürlichkeit,n,0.0,-0.875,-0.875
10231,unnötig,a,0.125,-0.5,-0.375
10232,unnötigerweise,r,0.0,-0.5,-0.5
10233,unnützlich,a,0.0,-0.5,-0.5
10234,unordentlich,a,0.062,-0.75,-0.688
10235,unordentlichsten,a,0.0,-0.875,-1.0
10236,unordnung,n,0.094,-0.245,-0.151
10237,unorganisiert,a,0.0,-0.5,-0.5
10238,unorientiert,a,0.0,-0.625,-0.625
10239,unoriginalität,n,0.25,-0.375,-0.125
10240,unparlamentarisch,a,0.33299999999999996,-0.667,-0.33399999999999996
10241,unparteiisch,r,0.375,-0.031,0.344
10242,unpartitioniert,a,0.0,-0.375,-0.375
10243,unpassend,a,0.16699999999999998,-0.725,-0.5579999999999999
10244,unpatriotisch,a,0.375,-0.25,0.125
10245,unpersönlich,a,0.062,-0.312,-0.25
10246,unplausibel,r,0.0,-0.5,-0.5
10247,unpoliert,a,0.0,-0.375,-0.375
10248,unpolitisch,a,0.125,-0.125,0.0
10249,unpompös,a,0.25,-0.5,-0.25
10250,unpopulär,a,0.125,-0.125,0.0
10251,unposiert,a,0.0,-0.75,-0.75
10252,unpraktikabilität,n,0.0,-0.75,-0.75
10253,unpraktisch,a,0.125,-0.625,-0.5
10254,unpraktiziert,a,0.0,-0.5,-0.5
10255,unprätentiös,a,0.0,-0.125,-0.125
10256,unproblematisch,a,0.5,-0.375,0.125
10257,unproduktiv,r,0.0,-0.531,-0.531
10258,unproduktivität,n,0.125,-0.375,-0.25
10259,unprofessionell,a,0.0,-0.625,-0.625
10260,unpünktlichkeit,n,0.188,-0.25,-0.062
10261,unqualifiziert,a,0.0,-0.542,-0.542
10262,unraffiniert,a,0.125,-0.5,-0.375
10263,unrasiert,a,0.0,-0.125,-0.125
10264,unratsamkeit,n,0.125,-0.625,-0.5
10265,unreaktiv,a,0.0,-0.625,-0.625
10266,unrealismus,n,0.0,-0.375,-0.375
10267,unrealistisch,a,0.0,-0.75,-0.75
10268,unrecht,n,0.069,-0.667,-0.597
10269,unrechtmäßig,r,0.0,-0.875,-0.875
10270,unrechtmäßigkeit,n,0.0,-0.875,-0.875
10271,unreflektiert,a,0.0,-0.75,-0.75
10272,unregellos,r,0.0,-0.375,-0.375
10273,unregelmäßigkeit,n,0.062,-0.562,-0.5
10274,unregiert,a,0.0,-0.43799999999999994,-0.43799999999999994
10275,unreif,a,0.039,-0.375,-0.336
10276,unreife,n,0.0,-0.625,-0.625
10277,unrein,a,0.069,-0.431,-0.361
10278,unreinheit,n,0.062,-0.43799999999999994,-0.375
10279,unreligiäs,n,0.125,-0.625,-0.5
10280,unrentabel,r,0.031,-0.43799999999999994,-0.40700000000000003
10281,unrentabilität,n,0.125,-0.625,-0.5
10282,unreproduzierbarkeit,n,0.375,-0.375,0.0
10283,unrhetorisch,a,0.125,-0.125,0.0
10284,unrhythmisch,a,0.0,-0.75,-0.75
10285,unrichtigkeit,n,0.125,-0.625,-0.5
10286,unritterlich,a,0.125,-0.625,-0.5
10287,unromantisch,a,0.0,-0.25,-0.25
10288,unruhe,n,0.14400000000000002,-0.45,-0.306
10289,unruhestifter,n,0.0,-0.5,-0.5
10290,unruhig,a,0.027999999999999997,-0.569,-0.541
10291,unrühmlich,a,0.09300000000000001,-0.5,-0.40700000000000003
10292,unsachgemäß,r,0.0,-0.625,-0.625
10293,unsachlich,a,0.375,-0.375,0.0
10294,unsarkastisch,a,0.0,-0.625,-0.625
10295,unschädlich,a,0.0,-0.375,-0.375
10296,unschärfe,n,0.188,-0.25,-0.062
10297,unscheinbar,a,0.083,-0.45799999999999996,-0.375
10298,unschicklich,a,0.375,-0.375,0.0
10299,unschicklichkeit,n,0.146,-0.271,-0.125
10300,unschlagbar,a,0.0,-0.375,-0.375
10301,unschlüssig,r,0.0,-0.125,-0.125
10302,unschön,a,0.375,-0.625,-0.25
10303,unschuld,n,0.312,-0.062,0.25
10304,unschuldig,r,0.406,-0.08,0.326
10305,unschützend,a,0.0,-0.375,-0.375
10306,unsektiererisch,a,0.0,-0.625,-0.625
10307,unselektiv,a,0.125,-0.75,-0.625
10308,unsensationell,a,0.125,-0.625,-0.5
10309,unseriös,a,0.0,-0.75,-0.75
10310,unsicher,a,0.07400000000000001,-0.314,-0.24
10311,unsicherheit,n,0.11199999999999999,-0.35,-0.23800000000000002
10312,unsichtbar,a,0.146,-0.43700000000000006,-0.29100000000000004
10313,unsichtbarkeit,n,0.125,-0.625,-0.5
10314,unsilbig,a,0.0,-0.5,-0.5
10315,unsinkbar,a,0.0,-0.625,-0.625
10316,unsinn,n,0.0,-0.188,-0.188
10317,unsinnig,a,0.125,-0.5,-0.375
10318,unsoldatisch,a,0.0,-0.75,-0.75
10319,unsortiert,a,0.0,-0.688,-0.688
10320,unsozial,a,0.0,-0.625,-0.625
10321,unspektakulär,a,0.0,-0.25,-0.25
10322,unspezifisch,a,0.20800000000000002,-0.375,-0.16699999999999998
10323,unspielbar,a,0.125,-0.625,-0.5
10324,unsportlich,a,0.375,-0.375,0.0
10325,unsterblich,n,0.125,-0.25,-0.125
10326,unsterblichkeit,n,0.25,-0.0,0.25
10327,unstudiert,a,0.25,-0.25,0.0
10328,unstylisch,a,0.188,-0.5,-0.312
10329,unsubduierbar,a,0.0,-0.5,-0.5
10330,unsüß,a,0.0,-0.625,-0.625
10331,unsymbolisch,a,0.0,-0.625,-0.625
10332,unsymmetrisch,a,0.125,-0.25,-0.125
10333,unsympathisch,a,0.08900000000000001,-0.5429999999999999,-0.45399999999999996
10334,unsympathisierend,a,0.0,-0.625,-0.625
10335,unsynchron,a,0.0,-0.25,-0.25
10336,unsystematisch,a,0.0,-0.125,-0.125
10337,untätig,r,0.083,-0.20800000000000002,-0.125
10338,untätigkeit,n,0.0,-0.125,-0.125
10339,untauglich,a,0.125,-0.531,-0.406
10340,untauglichkeit,n,0.083,-0.41700000000000004,-0.33299999999999996
10341,untechnisch,a,0.125,-0.75,-0.625
10342,unteilbar,a,0.0,-0.562,-0.562
10343,unteilbar durch,a,0.0,-0.5,-0.5
10344,unter beengten verhältnissen,a,0.0,-0.75,-0.75
10345,unter beschuss,a,0.0,-0.25,-0.25
10346,unter der gürtellinie,r,0.125,-0.312,-0.188
10347,unter quarantäne gestellt,n,0.0,-0.25,-0.25
10348,unter tage,r,0.25,-0.25,0.0
10349,unter verschluss,a,0.125,-0.125,0.0
10350,unteraktiv,a,0.0,-0.625,-0.625
10351,unterbauch,n,0.062,-0.43799999999999994,-0.375
10352,unterbelichtung,n,0.0,-0.312,-0.312
